website_name;competence_date;country_code;currency_code;listing_id;operation_type;property_type;title;price;price_original;price_per_sqm;area_sqm;rooms;bathrooms;floor;has_elevator;has_parking;has_terrace;has_garden;has_pool;energy_certificate;region;city;neighborhood;address_raw;latitude;longitude;agency_name;contact_phone;description;itemurl;imageurl
idealista.pt;2026-09-20;PRT;EUR;33491028;sale;apartment;Apartamento T2 em Parque das Nações;450000.0;450000.0;4736.84;95;2;2;4º;true;true;true;false;false;A;Distrito de Lisboa;Lisboa;Parque das Nações;Alameda dos Oceanos, Lisboa;38.7672;-9.0963;ERA Imobiliária;+351218000000;Excelente T2 com vista rio e varanda ampla.;https://www.idealista.pt/imovel/33491028/;https://img3.idealista.pt/blur/WEB_DETAIL/0/id.pro.pt.image.master/33/49/10/33491028.jpg
idealista.pt;2026-09-20;PRT;EUR;33491029;sale;apartment;Apartamento T3 em Campo de Ourique;585000.0;610000.0;4875.0;120;3;2;2º;true;false;true;false;false;B;Distrito de Lisboa;Lisboa;Campo de Ourique;Rua Ferreira Borges, Lisboa;38.7185;-9.1634;Remax Prestige;+351213000001;T3 totalmente remodelado com varanda e luz natural.;https://www.idealista.pt/imovel/33491029/;https://img3.idealista.pt/blur/WEB_DETAIL/0/id.pro.pt.image.master/33/49/10/33491029.jpg
idealista.pt;2026-09-20;PRT;EUR;33491030;sale;house;Moradia T4 na Foz do Douro;1850000.0;1850000.0;5285.71;350;4;4;R/C;false;true;true;true;true;A+;Distrito do Porto;Porto;Foz do Douro;Avenida do Brasil, Porto;41.1512;-8.6784;Sotheby International;+351226000002;Exclusiva moradia com jardim privativo e piscina a 100m do mar.;https://www.idealista.pt/imovel/33491030/;https://img3.idealista.pt/blur/WEB_DETAIL/0/id.pro.pt.image.master/33/49/10/33491030.jpg
idealista.pt;2026-09-20;PRT;EUR;33491031;sale;apartment;T1 Moderno na Baixa do Porto;245000.0;245000.0;4900.0;50;1;1;3º;true;false;false;false;false;B-;Distrito do Porto;Porto;Santo Ildefonso;Rua de Santa Catarina, Porto;41.1496;-8.6053;Century 21;+351222000003;Ideal para investimento com licença de alojamento turístico.;https://www.idealista.pt/imovel/33491031/;https://img3.idealista.pt/blur/WEB_DETAIL/0/id.pro.pt.image.master/33/49/10/33491031.jpg
idealista.pt;2026-09-20;PRT;EUR;33491032;sale;house;Moradia Contemporânea T5 em Cascais;2950000.0;3100000.0;6145.83;480;5;6;1º;true;true;true;true;true;A+;Distrito de Lisboa;Cascais;Quinta da Marinha;Rua das Palmeiras, Cascais;38.7023;-9.4589;Engel & Völkers;+351214000004;Design de assinatura, acabamentos em mármore e domótica integral.;https://www.idealista.pt/imovel/33491032/;https://img3.idealista.pt/blur/WEB_DETAIL/0/id.pro.pt.image.master/33/49/10/33491032.jpg
idealista.pt;2026-09-20;PRT;EUR;33491033;sale;apartment;T2 com Vista Marina em Vilamoura;395000.0;395000.0;4293.48;92;2;2;2º;true;true;true;false;true;B;Distrito de Faro;Loulé;Vilamoura;Avenida Tivoli, Vilamoura;37.0789;-8.1189;Algarve Property;+351289000005;Apartamento de luxo a passos da marina e campos de golfe.;https://www.idealista.pt/imovel/33491033/;https://img3.idealista.pt/blur/WEB_DETAIL/0/id.pro.pt.image.master/33/49/10/33491033.jpg
idealista.pt;2026-09-20;PRT;EUR;33491034;sale;apartment;T3 Duplex no Chiado;980000.0;980000.0;6125.0;160;3;3;4º;true;true;true;false;false;B;Distrito de Lisboa;Lisboa;Chiado;Rua Garrett, Lisboa;38.7108;-9.1412;Porta da Frente;+351213000006;Edifício pombalino recuperado com terraço panorâmico.;https://www.idealista.pt/imovel/33491034/;https://img3.idealista.pt/blur/WEB_DETAIL/0/id.pro.pt.image.master/33/49/10/33491034.jpg
idealista.pt;2026-09-20;PRT;EUR;33491035;sale;apartment;T2 Novo em Matosinhos Sul;375000.0;375000.0;3947.37;95;2;2;1º;true;true;true;false;false;A;Distrito do Porto;Matosinhos;Matosinhos Sul;Avenida da República, Matosinhos;41.1789;-8.6892;Chave Nova;+351229000007;Construção recente a 200m da praia com garagem fechada.;https://www.idealista.pt/imovel/33491035/;https://img3.idealista.pt/blur/WEB_DETAIL/0/id.pro.pt.image.master/33/49/10/33491035.jpg
idealista.pt;2026-09-20;PRT;EUR;33491036;sale;house;Quinta T4 em Sintra Histórica;1250000.0;1300000.0;3571.43;350;4;3;R/C;false;true;true;true;false;C;Distrito de Lisboa;Sintra;São Pedro de Penaferrim;Estrada da Pena, Sintra;38.7912;-9.3821;Luximos Christie;+351219000008;Propriedade secular com vista privilegiada para o Palácio da Pena.;https://www.idealista.pt/imovel/33491036/;https://img3.idealista.pt/blur/WEB_DETAIL/0/id.pro.pt.image.master/33/49/10/33491036.jpg
idealista.pt;2026-09-20;PRT;EUR;33491037;sale;apartment;T1 com Garagem no Parque das Nações Norte;289000.0;289000.0;4446.15;65;1;1;6º;true;true;false;false;false;A;Distrito de Lisboa;Lisboa;Parque das Nações;Via do Oriente, Lisboa;38.7782;-9.0912;ERA Expo;+351218000009;Apartamento luminoso com arrecadação e estacionamento privativo.;https://www.idealista.pt/imovel/33491037/;https://img3.idealista.pt/blur/WEB_DETAIL/0/id.pro.pt.image.master/33/49/10/33491037.jpg
